Time	Pitch
1.438	--undefined--
1.439	--undefined--
1.440	--undefined--
1.441	--undefined--
1.442	--undefined--
1.443	--undefined--
1.444	--undefined--
1.445	--undefined--
1.446	--undefined--
1.447	--undefined--
1.448	--undefined--
1.449	--undefined--
1.450	--undefined--
1.451	--undefined--
1.452	--undefined--
1.453	--undefined--
1.454	--undefined--
1.455	--undefined--
1.456	--undefined--
1.457	--undefined--
1.458	--undefined--
1.459	--undefined--
1.460	--undefined--
1.461	--undefined--
1.462	--undefined--
1.463	--undefined--
1.464	--undefined--
1.465	--undefined--
1.466	--undefined--
1.467	--undefined--
1.468	--undefined--
1.469	--undefined--
1.470	--undefined--
1.471	--undefined--
1.472	--undefined--
1.473	--undefined--
1.474	--undefined--
1.475	--undefined--
1.476	--undefined--
1.477	--undefined--
1.478	--undefined--
1.479	--undefined--
1.480	--undefined--
1.481	--undefined--
1.482	--undefined--
1.483	--undefined--
1.484	--undefined--
1.485	--undefined--
1.486	--undefined--
1.487	--undefined--
1.488	--undefined--
1.489	--undefined--
1.490	--undefined--
1.491	--undefined--
1.492	--undefined--
1.493	--undefined--
1.494	--undefined--
1.495	--undefined--
1.496	--undefined--
1.497	--undefined--
1.498	--undefined--
1.499	--undefined--
1.500	--undefined--
1.501	--undefined--
1.502	--undefined--
1.503	--undefined--
1.504	--undefined--
1.505	--undefined--
1.506	--undefined--
1.507	--undefined--
1.508	--undefined--
1.509	--undefined--
1.510	--undefined--
1.511	--undefined--
1.512	--undefined--
1.513	--undefined--
1.514	--undefined--
1.515	--undefined--
1.516	--undefined--
1.517	--undefined--
1.518	--undefined--
1.519	--undefined--
1.520	--undefined--
1.521	--undefined--
1.522	--undefined--
1.523	--undefined--
1.524	--undefined--
1.525	--undefined--
1.526	--undefined--
1.527	--undefined--
1.528	--undefined--
1.529	--undefined--
1.530	--undefined--
1.531	--undefined--
1.532	--undefined--
1.533	--undefined--
1.534	--undefined--
1.535	--undefined--
1.536	--undefined--
1.537	--undefined--
1.538	--undefined--
1.539	--undefined--
1.540	--undefined--
1.541	--undefined--
1.542	--undefined--
1.543	--undefined--
1.544	--undefined--
1.545	--undefined--
1.546	--undefined--
1.547	--undefined--
1.548	--undefined--
1.549	--undefined--
1.550	--undefined--
1.551	--undefined--
1.552	--undefined--
1.553	--undefined--
1.554	--undefined--
1.555	--undefined--
1.556	--undefined--
1.557	--undefined--
1.558	--undefined--
1.559	--undefined--
1.560	--undefined--
1.561	--undefined--
1.562	--undefined--
1.563	--undefined--
1.564	--undefined--
1.565	--undefined--
1.566	--undefined--
1.567	--undefined--
1.568	--undefined--
1.569	--undefined--
1.570	--undefined--
1.571	--undefined--
1.572	--undefined--
1.573	--undefined--
1.574	--undefined--
1.575	--undefined--
1.576	--undefined--
1.577	--undefined--
1.578	--undefined--
1.579	--undefined--
1.580	--undefined--
1.581	--undefined--
1.582	--undefined--
1.583	--undefined--
1.584	--undefined--
1.585	--undefined--
1.586	--undefined--
1.587	--undefined--
1.588	--undefined--
1.589	--undefined--
1.590	--undefined--
1.591	--undefined--
1.592	--undefined--
1.593	--undefined--
1.594	--undefined--
1.595	--undefined--
1.596	--undefined--
1.597	--undefined--
1.598	--undefined--
1.599	--undefined--
1.600	--undefined--
1.601	--undefined--
1.602	--undefined--
1.603	--undefined--
1.604	--undefined--
1.605	--undefined--
1.606	--undefined--
1.607	--undefined--
1.608	--undefined--
1.609	--undefined--
1.610	--undefined--
1.611	--undefined--
1.612	--undefined--
1.613	--undefined--
1.614	--undefined--
1.615	--undefined--
1.616	--undefined--
1.617	--undefined--
1.618	--undefined--
1.619	--undefined--
1.620	--undefined--
1.621	--undefined--
1.622	--undefined--
1.623	--undefined--
1.624	--undefined--
1.625	--undefined--
1.626	--undefined--
1.627	--undefined--
1.628	--undefined--
1.629	--undefined--
1.630	--undefined--
1.631	--undefined--
1.632	--undefined--
1.633	--undefined--
1.634	--undefined--
1.635	--undefined--
1.636	--undefined--
1.637	--undefined--
1.638	--undefined--
1.639	--undefined--
1.640	--undefined--
1.641	--undefined--
1.642	--undefined--
1.643	--undefined--
1.644	--undefined--
1.645	--undefined--
1.646	--undefined--
1.647	--undefined--
1.648	--undefined--
1.649	--undefined--
1.650	--undefined--
1.651	--undefined--
1.652	--undefined--
1.653	--undefined--
1.654	--undefined--
1.655	--undefined--
1.656	--undefined--
1.657	--undefined--
1.658	--undefined--
1.659	--undefined--
1.660	--undefined--
1.661	--undefined--
1.662	--undefined--
1.663	--undefined--
1.664	--undefined--
1.665	--undefined--
1.666	--undefined--
1.667	--undefined--
1.668	--undefined--
1.669	--undefined--
1.670	--undefined--
1.671	--undefined--
1.672	--undefined--
1.673	--undefined--
1.674	--undefined--
1.675	--undefined--
1.676	--undefined--
1.677	--undefined--
1.678	--undefined--
1.679	--undefined--
1.680	--undefined--
1.681	--undefined--
1.682	--undefined--
1.683	--undefined--
1.684	--undefined--
1.685	--undefined--
1.686	--undefined--
1.687	--undefined--
1.688	--undefined--
1.689	--undefined--
1.690	--undefined--
1.691	--undefined--
1.692	--undefined--
1.693	--undefined--
1.694	--undefined--
1.695	--undefined--
1.696	--undefined--
1.697	--undefined--
1.698	--undefined--
1.699	--undefined--
1.700	--undefined--
1.701	--undefined--
1.702	--undefined--
1.703	--undefined--
1.704	--undefined--
1.705	--undefined--
1.706	--undefined--
1.707	--undefined--
1.708	--undefined--
1.709	--undefined--
1.710	--undefined--
1.711	--undefined--
1.712	--undefined--
1.713	--undefined--
1.714	--undefined--
1.715	--undefined--
1.716	--undefined--
1.717	--undefined--
1.718	--undefined--
1.719	--undefined--
1.720	--undefined--
1.721	--undefined--
1.722	--undefined--
1.723	--undefined--
1.724	--undefined--
1.725	--undefined--
1.726	--undefined--
1.727	--undefined--
1.728	--undefined--
1.729	--undefined--
1.730	--undefined--
1.731	--undefined--
1.732	--undefined--
1.733	--undefined--
1.734	--undefined--
1.735	--undefined--
1.736	--undefined--
1.737	--undefined--
1.738	--undefined--
1.739	--undefined--
1.740	--undefined--
1.741	--undefined--
1.742	--undefined--
1.743	--undefined--
1.744	--undefined--
1.745	--undefined--
1.746	--undefined--
1.747	--undefined--
1.748	--undefined--
1.749	--undefined--
1.750	--undefined--
1.751	--undefined--
1.752	--undefined--
1.753	--undefined--
1.754	--undefined--
1.755	--undefined--
1.756	--undefined--
1.757	--undefined--
1.758	--undefined--
1.759	--undefined--
1.760	--undefined--
1.761	--undefined--
1.762	--undefined--
1.763	--undefined--
1.764	--undefined--
1.765	--undefined--
1.766	--undefined--
1.767	--undefined--
1.768	--undefined--
1.769	--undefined--
1.770	--undefined--
1.771	--undefined--
1.772	--undefined--
1.773	--undefined--
1.774	--undefined--
1.775	--undefined--
1.776	--undefined--
1.777	--undefined--
1.778	--undefined--
1.779	--undefined--
1.780	--undefined--
1.781	--undefined--
1.782	--undefined--
1.783	--undefined--
1.784	--undefined--
1.785	--undefined--
1.786	--undefined--
1.787	--undefined--
1.788	--undefined--
1.789	--undefined--
1.790	--undefined--
1.791	--undefined--
1.792	--undefined--
1.793	--undefined--
1.794	--undefined--
1.795	--undefined--
1.796	--undefined--
1.797	--undefined--
1.798	--undefined--
1.799	--undefined--
1.800	--undefined--
1.801	--undefined--
1.802	--undefined--
1.803	--undefined--
1.804	--undefined--
1.805	--undefined--
1.806	--undefined--
1.807	--undefined--
1.808	--undefined--
1.809	--undefined--
1.810	--undefined--
1.811	--undefined--
1.812	--undefined--
1.813	--undefined--
1.814	--undefined--
1.815	--undefined--
1.816	--undefined--
1.817	--undefined--
1.818	--undefined--
1.819	--undefined--
1.820	--undefined--
1.821	--undefined--
1.822	--undefined--
1.823	--undefined--
1.824	--undefined--
1.825	--undefined--
1.826	--undefined--
1.827	--undefined--
1.828	--undefined--
1.829	--undefined--
1.830	--undefined--
1.831	--undefined--
1.832	--undefined--
1.833	--undefined--
1.834	--undefined--
1.835	--undefined--
1.836	--undefined--
1.837	--undefined--
1.838	--undefined--
1.839	--undefined--
1.840	--undefined--
1.841	--undefined--
1.842	--undefined--
1.843	--undefined--
1.844	--undefined--
1.845	--undefined--
1.846	--undefined--
1.847	--undefined--
1.848	--undefined--
1.849	--undefined--
1.850	--undefined--
1.851	--undefined--
1.852	--undefined--
1.853	--undefined--
1.854	--undefined--
1.855	--undefined--
1.856	--undefined--
1.857	--undefined--
1.858	--undefined--
1.859	--undefined--
1.860	--undefined--
1.861	--undefined--
1.862	--undefined--
1.863	--undefined--
1.864	--undefined--
1.865	--undefined--
1.866	--undefined--
1.867	--undefined--
1.868	--undefined--
1.869	--undefined--
1.870	--undefined--
1.871	--undefined--
1.872	--undefined--
1.873	--undefined--
1.874	--undefined--
1.875	--undefined--
1.876	--undefined--
1.877	--undefined--
1.878	--undefined--
1.879	--undefined--
1.880	--undefined--
1.881	--undefined--
1.882	--undefined--
1.883	--undefined--
1.884	--undefined--
1.885	--undefined--
1.886	--undefined--
1.887	--undefined--
1.888	--undefined--
1.889	--undefined--
1.890	--undefined--
1.891	--undefined--
1.892	--undefined--
1.893	--undefined--
1.894	--undefined--
1.895	--undefined--
1.896	--undefined--
1.897	--undefined--
1.898	--undefined--
1.899	--undefined--
1.900	--undefined--
1.901	--undefined--
1.902	--undefined--
1.903	--undefined--
1.904	--undefined--
1.905	--undefined--
1.906	--undefined--
1.907	--undefined--
1.908	--undefined--
1.909	--undefined--
1.910	--undefined--
1.911	--undefined--
1.912	--undefined--
1.913	--undefined--
1.914	--undefined--
1.915	--undefined--
1.916	--undefined--
1.917	--undefined--
1.918	--undefined--
1.919	--undefined--
1.920	--undefined--
1.921	--undefined--
1.922	--undefined--
1.923	--undefined--
1.924	--undefined--
1.925	--undefined--
1.926	--undefined--
1.927	--undefined--
1.928	--undefined--
1.929	--undefined--
1.930	--undefined--
1.931	--undefined--
1.932	--undefined--
1.933	--undefined--
1.934	--undefined--
1.935	--undefined--
1.936	--undefined--
1.937	--undefined--
1.938	--undefined--
1.939	--undefined--
1.940	--undefined--
1.941	--undefined--
1.942	--undefined--
1.943	--undefined--
1.944	--undefined--
1.945	--undefined--
1.946	--undefined--
1.947	--undefined--
1.948	--undefined--
1.949	--undefined--
1.950	--undefined--
1.951	--undefined--
1.952	--undefined--
1.953	--undefined--
1.954	--undefined--
1.955	--undefined--
1.956	--undefined--
1.957	--undefined--
1.958	--undefined--
1.959	--undefined--
1.960	--undefined--
1.961	--undefined--
1.962	--undefined--
1.963	--undefined--
1.964	--undefined--
1.965	--undefined--
1.966	--undefined--
1.967	--undefined--
1.968	--undefined--
1.969	--undefined--
1.970	--undefined--
1.971	--undefined--
1.972	--undefined--
1.973	--undefined--
1.974	--undefined--
1.975	--undefined--
1.976	--undefined--
1.977	--undefined--
1.978	--undefined--
1.979	--undefined--
1.980	--undefined--
1.981	--undefined--
1.982	--undefined--
1.983	--undefined--
1.984	--undefined--
1.985	--undefined--
1.986	--undefined--
1.987	--undefined--
1.988	--undefined--
1.989	--undefined--
1.990	--undefined--
1.991	--undefined--
1.992	--undefined--
1.993	--undefined--
1.994	--undefined--
1.995	--undefined--
1.996	--undefined--
1.997	--undefined--
1.998	--undefined--
1.999	--undefined--
2.000	--undefined--
2.001	--undefined--
2.002	--undefined--
2.003	--undefined--
2.004	--undefined--
2.005	--undefined--
2.006	--undefined--
2.007	--undefined--
2.008	--undefined--
2.009	--undefined--
2.010	--undefined--
2.011	--undefined--
2.012	--undefined--
2.013	--undefined--
2.014	--undefined--
2.015	--undefined--
2.016	--undefined--
2.017	--undefined--
2.018	--undefined--
2.019	--undefined--
2.020	--undefined--
2.021	--undefined--
2.022	--undefined--
2.023	--undefined--
2.024	--undefined--
2.025	--undefined--
2.026	--undefined--
2.027	--undefined--
2.028	--undefined--
2.029	--undefined--
2.030	--undefined--
2.031	--undefined--
2.032	--undefined--
2.033	--undefined--
2.034	--undefined--
2.035	--undefined--
2.036	--undefined--
2.037	--undefined--
2.038	--undefined--
2.039	--undefined--
2.040	--undefined--
2.041	--undefined--
2.042	--undefined--
2.043	--undefined--
2.044	--undefined--
2.045	--undefined--
2.046	--undefined--
2.047	--undefined--
2.048	--undefined--
2.049	--undefined--
2.050	--undefined--
2.051	--undefined--
2.052	--undefined--
2.053	--undefined--
2.054	--undefined--
2.055	--undefined--
2.056	--undefined--
2.057	--undefined--
2.058	--undefined--
2.059	--undefined--
2.060	--undefined--
2.061	--undefined--
2.062	--undefined--
2.063	--undefined--
2.064	--undefined--
2.065	--undefined--
2.066	--undefined--
2.067	--undefined--
2.068	--undefined--
2.069	--undefined--
2.070	--undefined--
2.071	--undefined--
2.072	--undefined--
2.073	--undefined--
2.074	--undefined--
2.075	--undefined--
2.076	--undefined--
2.077	--undefined--
2.078	--undefined--
2.079	--undefined--
2.080	--undefined--
2.081	--undefined--
2.082	--undefined--
2.083	--undefined--
2.084	--undefined--
2.085	--undefined--
2.086	--undefined--
2.087	--undefined--
2.088	--undefined--
2.089	--undefined--
2.090	--undefined--
2.091	--undefined--
2.092	--undefined--
2.093	--undefined--
2.094	--undefined--
2.095	--undefined--
2.096	--undefined--
2.097	--undefined--
2.098	--undefined--
2.099	--undefined--
2.100	--undefined--
2.101	--undefined--
2.102	--undefined--
2.103	--undefined--
2.104	--undefined--
2.105	--undefined--
2.106	--undefined--
2.107	--undefined--
2.108	--undefined--
2.109	--undefined--
2.110	--undefined--
2.111	--undefined--
2.112	--undefined--
2.113	--undefined--
2.114	--undefined--
2.115	--undefined--
2.116	--undefined--
2.117	--undefined--
2.118	--undefined--
2.119	--undefined--
2.120	--undefined--
2.121	--undefined--
2.122	--undefined--
2.123	--undefined--
2.124	--undefined--
2.125	--undefined--
2.126	--undefined--
2.127	--undefined--
2.128	--undefined--
2.129	--undefined--
2.130	--undefined--
2.131	--undefined--
2.132	--undefined--
2.133	--undefined--
2.134	--undefined--
2.135	--undefined--
2.136	--undefined--
2.137	--undefined--
2.138	--undefined--
2.139	--undefined--
2.140	--undefined--
2.141	--undefined--
2.142	--undefined--
2.143	--undefined--
2.144	--undefined--
2.145	--undefined--
2.146	--undefined--
2.147	--undefined--
2.148	--undefined--
2.149	--undefined--
2.150	--undefined--
2.151	--undefined--
2.152	--undefined--
2.153	--undefined--
2.154	--undefined--
2.155	--undefined--
2.156	--undefined--
2.157	--undefined--
2.158	--undefined--
2.159	--undefined--
2.160	--undefined--
2.161	--undefined--
2.162	--undefined--
2.163	--undefined--
2.164	--undefined--
2.165	--undefined--
2.166	--undefined--
2.167	--undefined--
2.168	--undefined--
2.169	--undefined--
2.170	--undefined--
2.171	--undefined--
2.172	--undefined--
2.173	--undefined--
2.174	--undefined--
2.175	--undefined--
2.176	--undefined--
2.177	--undefined--
2.178	--undefined--
2.179	--undefined--
2.180	--undefined--
2.181	--undefined--
2.182	--undefined--
2.183	--undefined--
2.184	--undefined--
2.185	--undefined--
2.186	--undefined--
2.187	--undefined--
2.188	--undefined--
2.189	--undefined--
2.190	--undefined--
2.191	--undefined--
2.192	--undefined--
2.193	--undefined--
2.194	--undefined--
2.195	--undefined--
2.196	--undefined--
2.197	--undefined--
2.198	--undefined--
2.199	--undefined--
2.200	--undefined--
2.201	--undefined--
2.202	--undefined--
2.203	--undefined--
2.204	--undefined--
2.205	--undefined--
2.206	--undefined--
2.207	--undefined--
2.208	--undefined--
2.209	--undefined--
2.210	--undefined--
2.211	--undefined--
2.212	--undefined--
2.213	--undefined--
2.214	--undefined--
2.215	--undefined--
2.216	--undefined--
2.217	--undefined--
2.218	--undefined--
2.219	--undefined--
2.220	--undefined--
2.221	--undefined--
2.222	--undefined--
2.223	--undefined--
2.224	--undefined--
2.225	--undefined--
2.226	--undefined--
2.227	--undefined--
2.228	--undefined--
2.229	--undefined--
2.230	--undefined--
2.231	--undefined--
2.232	--undefined--
2.233	--undefined--
2.234	--undefined--
2.235	--undefined--
2.236	--undefined--
2.237	--undefined--
2.238	--undefined--
2.239	--undefined--
2.240	--undefined--
2.241	--undefined--
2.242	--undefined--
2.243	--undefined--
2.244	--undefined--
2.245	--undefined--
2.246	--undefined--
2.247	--undefined--
2.248	--undefined--
2.249	--undefined--
2.250	--undefined--
2.251	--undefined--
2.252	--undefined--
2.253	--undefined--
2.254	--undefined--
2.255	--undefined--
2.256	--undefined--
2.257	--undefined--
2.258	--undefined--
2.259	--undefined--
2.260	--undefined--
2.261	--undefined--
2.262	--undefined--
2.263	--undefined--
2.264	--undefined--
2.265	--undefined--
2.266	--undefined--
2.267	--undefined--
2.268	--undefined--
2.269	--undefined--
2.270	--undefined--
2.271	--undefined--
2.272	--undefined--
2.273	--undefined--
2.274	--undefined--
2.275	--undefined--
2.276	--undefined--
2.277	--undefined--
2.278	--undefined--
2.279	--undefined--
2.280	--undefined--
2.281	--undefined--
2.282	--undefined--
2.283	--undefined--
2.284	--undefined--
2.285	--undefined--
2.286	--undefined--
2.287	--undefined--
2.288	--undefined--
2.289	--undefined--
2.290	--undefined--
2.291	--undefined--
2.292	--undefined--
2.293	--undefined--
2.294	--undefined--
2.295	--undefined--
2.296	--undefined--
2.297	--undefined--
2.298	--undefined--
2.299	--undefined--
2.300	--undefined--
2.301	--undefined--
2.302	--undefined--
2.303	--undefined--
2.304	--undefined--
2.305	--undefined--
2.306	--undefined--
2.307	--undefined--
2.308	--undefined--
2.309	--undefined--
2.310	--undefined--
2.311	--undefined--
2.312	--undefined--
2.313	--undefined--
2.314	--undefined--
2.315	--undefined--
2.316	--undefined--
2.317	--undefined--
2.318	--undefined--
2.319	--undefined--
2.320	--undefined--
2.321	--undefined--
2.322	--undefined--
2.323	--undefined--
2.324	--undefined--
2.325	--undefined--
2.326	--undefined--
2.327	--undefined--
2.328	--undefined--
2.329	--undefined--
2.330	--undefined--
2.331	--undefined--
2.332	--undefined--
2.333	--undefined--
2.334	--undefined--
2.335	--undefined--
2.336	--undefined--
2.337	--undefined--
2.338	--undefined--
2.339	--undefined--
2.340	--undefined--
2.341	--undefined--
2.342	--undefined--
2.343	--undefined--
2.344	--undefined--
2.345	--undefined--
2.346	--undefined--
2.347	--undefined--
2.348	--undefined--
2.349	--undefined--
2.350	--undefined--
2.351	--undefined--
2.352	--undefined--
2.353	--undefined--
2.354	--undefined--
2.355	--undefined--
2.356	--undefined--
2.357	--undefined--
2.358	--undefined--
2.359	--undefined--
2.360	--undefined--
2.361	--undefined--
2.362	--undefined--
2.363	--undefined--
2.364	--undefined--
2.365	--undefined--
2.366	--undefined--
2.367	--undefined--
2.368	--undefined--
2.369	--undefined--
2.370	--undefined--
2.371	--undefined--
2.372	--undefined--
2.373	--undefined--
2.374	--undefined--
2.375	--undefined--
2.376	--undefined--
2.377	--undefined--
2.378	--undefined--
2.379	--undefined--
2.380	--undefined--
2.381	--undefined--
2.382	--undefined--
2.383	--undefined--
2.384	--undefined--
2.385	--undefined--
2.386	--undefined--
2.387	--undefined--
2.388	--undefined--
2.389	--undefined--
2.390	--undefined--
2.391	--undefined--
2.392	--undefined--
2.393	--undefined--
2.394	--undefined--
2.395	--undefined--
2.396	--undefined--
2.397	--undefined--
2.398	--undefined--
2.399	--undefined--
2.400	--undefined--
2.401	--undefined--
2.402	--undefined--
2.403	--undefined--
2.404	--undefined--
2.405	--undefined--
2.406	--undefined--
2.407	--undefined--
2.408	--undefined--
2.409	--undefined--
2.410	--undefined--
2.411	--undefined--
2.412	--undefined--
2.413	--undefined--
2.414	--undefined--
2.415	--undefined--
2.416	--undefined--
2.417	--undefined--
2.418	--undefined--
2.419	--undefined--
2.420	--undefined--
2.421	--undefined--
2.422	--undefined--
2.423	--undefined--
2.424	--undefined--
2.425	--undefined--
2.426	--undefined--
2.427	--undefined--
2.428	--undefined--
2.429	--undefined--
2.430	--undefined--
2.431	--undefined--
2.432	--undefined--
2.433	--undefined--
2.434	--undefined--
2.435	--undefined--
2.436	--undefined--
2.437	--undefined--
2.438	--undefined--
2.439	--undefined--
2.440	--undefined--
2.441	--undefined--
2.442	--undefined--
2.443	--undefined--
2.444	--undefined--
2.445	--undefined--
2.446	--undefined--
2.447	--undefined--
2.448	--undefined--
2.449	--undefined--
2.450	--undefined--
2.451	--undefined--
2.452	--undefined--
2.453	--undefined--
2.454	--undefined--
2.455	--undefined--
2.456	--undefined--
2.457	--undefined--
2.458	--undefined--
2.459	--undefined--
2.460	--undefined--
2.461	--undefined--
2.462	--undefined--
2.463	--undefined--
2.464	--undefined--
2.465	--undefined--
2.466	--undefined--
2.467	--undefined--
2.468	--undefined--
2.469	--undefined--
2.470	--undefined--
2.471	--undefined--
2.472	--undefined--
2.473	--undefined--
2.474	--undefined--
2.475	--undefined--
2.476	--undefined--
2.477	--undefined--
2.478	--undefined--
2.479	--undefined--
2.480	--undefined--
2.481	--undefined--
2.482	--undefined--
2.483	--undefined--
2.484	--undefined--
2.485	--undefined--
2.486	--undefined--
2.487	--undefined--
2.488	--undefined--
2.489	--undefined--
2.490	--undefined--
2.491	--undefined--
2.492	--undefined--
2.493	--undefined--
2.494	--undefined--
2.495	--undefined--
2.496	--undefined--
2.497	--undefined--
2.498	--undefined--
2.499	--undefined--
2.500	--undefined--
2.501	--undefined--
2.502	--undefined--
2.503	--undefined--
2.504	--undefined--
2.505	--undefined--
2.506	--undefined--
2.507	--undefined--
2.508	--undefined--
2.509	--undefined--
2.510	--undefined--
2.511	--undefined--
2.512	--undefined--
2.513	--undefined--
2.514	--undefined--
2.515	--undefined--
2.516	--undefined--
2.517	--undefined--
2.518	--undefined--
2.519	--undefined--
2.520	--undefined--
2.521	--undefined--
2.522	--undefined--
2.523	--undefined--
2.524	--undefined--
2.525	--undefined--
2.526	--undefined--
2.527	--undefined--
2.528	--undefined--
2.529	--undefined--
2.530	--undefined--
2.531	--undefined--
2.532	--undefined--
2.533	--undefined--
2.534	--undefined--
2.535	--undefined--
2.536	--undefined--
2.537	--undefined--
2.538	--undefined--
2.539	--undefined--
2.540	--undefined--
2.541	--undefined--
2.542	--undefined--
2.543	--undefined--
2.544	--undefined--
2.545	--undefined--
2.546	--undefined--
2.547	--undefined--
2.548	--undefined--
2.549	--undefined--
2.550	--undefined--
2.551	--undefined--
2.552	--undefined--
2.553	--undefined--
2.554	--undefined--
2.555	--undefined--
2.556	--undefined--
2.557	--undefined--
2.558	--undefined--
2.559	--undefined--
2.560	--undefined--
2.561	--undefined--
2.562	--undefined--
2.563	--undefined--
2.564	--undefined--
2.565	--undefined--
2.566	--undefined--
2.567	--undefined--
2.568	--undefined--
2.569	--undefined--
2.570	--undefined--
2.571	--undefined--
2.572	--undefined--
2.573	--undefined--
2.574	--undefined--
2.575	--undefined--
2.576	--undefined--
2.577	--undefined--
2.578	--undefined--
2.579	--undefined--
2.580	--undefined--
2.581	--undefined--
2.582	--undefined--
2.583	--undefined--
2.584	--undefined--
2.585	--undefined--
2.586	--undefined--
2.587	--undefined--
2.588	--undefined--
2.589	--undefined--
2.590	--undefined--
2.591	--undefined--
2.592	--undefined--
2.593	--undefined--
2.594	--undefined--
2.595	--undefined--
2.596	--undefined--
2.597	--undefined--
2.598	--undefined--
2.599	--undefined--
2.600	--undefined--
2.601	--undefined--
2.602	--undefined--
2.603	--undefined--
2.604	--undefined--
2.605	--undefined--
2.606	--undefined--
2.607	--undefined--
2.608	--undefined--
2.609	--undefined--
2.610	--undefined--
2.611	--undefined--
2.612	--undefined--
2.613	--undefined--
2.614	--undefined--
2.615	--undefined--
2.616	--undefined--
2.617	--undefined--
2.618	--undefined--
2.619	--undefined--
2.620	--undefined--
2.621	--undefined--
2.622	--undefined--
2.623	--undefined--
2.624	--undefined--
2.625	--undefined--
2.626	--undefined--
2.627	--undefined--
2.628	--undefined--
2.629	--undefined--
2.630	--undefined--
2.631	--undefined--
2.632	--undefined--
2.633	--undefined--
2.634	--undefined--
2.635	--undefined--
2.636	--undefined--
2.637	--undefined--
2.638	--undefined--
2.639	--undefined--
2.640	--undefined--
2.641	--undefined--
2.642	--undefined--
2.643	--undefined--
2.644	--undefined--
2.645	--undefined--
2.646	--undefined--
2.647	--undefined--
2.648	--undefined--
2.649	--undefined--
2.650	--undefined--
2.651	--undefined--
2.652	--undefined--
2.653	--undefined--
2.654	--undefined--
2.655	--undefined--
2.656	--undefined--
2.657	--undefined--
2.658	--undefined--
2.659	--undefined--
2.660	--undefined--
2.661	--undefined--
2.662	--undefined--
2.663	--undefined--
2.664	--undefined--
2.665	--undefined--
2.666	--undefined--
2.667	--undefined--
2.668	--undefined--
2.669	--undefined--
2.670	--undefined--
2.671	--undefined--
2.672	--undefined--
2.673	--undefined--
2.674	--undefined--
2.675	--undefined--
2.676	--undefined--
2.677	--undefined--
2.678	--undefined--
2.679	--undefined--
2.680	--undefined--
2.681	--undefined--
2.682	--undefined--
2.683	--undefined--
2.684	--undefined--
2.685	--undefined--
2.686	--undefined--
2.687	--undefined--
2.688	--undefined--
2.689	--undefined--
2.690	--undefined--
2.691	--undefined--
2.692	--undefined--
2.693	--undefined--
2.694	--undefined--
2.695	--undefined--
2.696	--undefined--
2.697	--undefined--
2.698	--undefined--
2.699	--undefined--
2.700	--undefined--
2.701	--undefined--
2.702	--undefined--
2.703	--undefined--
2.704	--undefined--
2.705	--undefined--
2.706	--undefined--
2.707	--undefined--
2.708	--undefined--
2.709	--undefined--
2.710	--undefined--
2.711	--undefined--
2.712	--undefined--
2.713	--undefined--
2.714	--undefined--
2.715	--undefined--
2.716	--undefined--
2.717	--undefined--
2.718	--undefined--
2.719	--undefined--
2.720	--undefined--
2.721	--undefined--
2.722	--undefined--
2.723	--undefined--
2.724	--undefined--
2.725	--undefined--
2.726	--undefined--
2.727	--undefined--
2.728	--undefined--
2.729	--undefined--
2.730	--undefined--
2.731	--undefined--
2.732	--undefined--
2.733	--undefined--
2.734	--undefined--
2.735	--undefined--
2.736	--undefined--
2.737	--undefined--
2.738	--undefined--
2.739	--undefined--
2.740	--undefined--
2.741	--undefined--
2.742	--undefined--
2.743	--undefined--
2.744	--undefined--
2.745	--undefined--
2.746	--undefined--
2.747	--undefined--
2.748	--undefined--
2.749	--undefined--
2.750	--undefined--
2.751	--undefined--
2.752	--undefined--
2.753	--undefined--
2.754	--undefined--
2.755	--undefined--
2.756	--undefined--
2.757	--undefined--
2.758	--undefined--
2.759	--undefined--
2.760	--undefined--
2.761	--undefined--
2.762	--undefined--
2.763	--undefined--
2.764	--undefined--
2.765	--undefined--
2.766	--undefined--
2.767	--undefined--
2.768	--undefined--
2.769	--undefined--
2.770	--undefined--
2.771	--undefined--
2.772	--undefined--
2.773	--undefined--
2.774	--undefined--
2.775	--undefined--
2.776	--undefined--
2.777	--undefined--
2.778	--undefined--
2.779	--undefined--
2.780	--undefined--
2.781	--undefined--
2.782	--undefined--
2.783	--undefined--
2.784	85.76
2.785	85.76
2.786	85.76
2.787	85.76
2.788	85.76
2.789	85.75
2.790	85.75
2.791	85.75
2.792	85.74
2.793	85.74
2.794	85.73
2.795	85.72
2.796	88.24
2.797	88.24
2.798	88.24
2.799	88.23
2.800	88.23
2.801	88.23
2.802	88.23
2.803	88.23
2.804	88.22
2.805	88.22
2.806	88.22
2.807	88.21
2.808	88.21
2.809	88.20
2.810	88.19
2.811	88.17
2.812	87.48
2.813	87.37
2.814	87.30
2.815	86.34
2.816	86.03
2.817	85.97
2.818	85.44
2.819	85.08
2.820	85.07
2.821	85.10
2.822	85.30
2.823	85.38
2.824	85.53
2.825	85.76
2.826	86.05
2.827	86.17
2.828	86.32
2.829	86.60
2.830	86.75
2.831	86.97
2.832	87.06
2.833	87.12
2.834	87.15
2.835	87.14
2.836	87.08
2.837	86.91
2.838	86.75
2.839	86.55
2.840	86.31
2.841	86.01
2.842	85.85
2.843	85.53
2.844	85.41
2.845	85.11
2.846	85.05
2.847	85.02
2.848	85.01
2.849	85.02
